index,title,director,cast,genres,Release Month,Release Date,Highest Grosser By Year(in crores)
9075,Mary Kom,Omung Kumar,"priyanka,kalitaa,chopra,zachary,coffin,minakkshi",drama,SEP,5,
9076,Creature,Vikram Bhatt,"bipasha,imran,abbas,basu",horror,SEP,12,
9077,Finding Fanny,Homi Adajania,"deepika,kapoor,shah,dimple,padukone,naseeruddin,kapadia,kapur,arjun,pankaj","drama,comedy",SEP,12,
9078,Daawat-E-Ishq,Habib Faisal,"anupam,aditya,parineeti,kapur,chopra,kher,roy","drama,comedy",SEP,19,
9079,Khoobsurat,Shashanka Ghosh,"kapoor,khan,kiron,raza,ratna,sonam,fawad,pathak,kher,aamir,hussain","comedy,romance",SEP,19,
9080,3 A.M.,Vishal Mahadkar,"nayar,kavin,salil,dave,acharya,anindita,singh,rannvijay",horror,SEP,26,
9081,Chaarfutiya Chhokare,Manish Harishankar,"khan,soha,seema,ali,biswas,zakir,hussain",thriller,SEP,26,
9082,Desi Kattey,Anand Kumar,"suniel,bajpai,bhanushali,jay,akhil,kapur,tia,agha,shetty,sasha","action,drama",SEP,26,
9083,Meinu Ek Ladki Chaahiye,Abhishek Bindal,"yadav,sinha,puru,hussain,raghuvir,zakir,reecha,chibber","social,satire",SEP,26,
9084,Balwinder Singh Famous Ho Gaya,Sunil Agnihotri,"shaan,mika,bertante,gabriela,singh",comedy,SEP,26,
9085,Bang Bang!,Siddharth Anand,"hrithik,javed,roshan,katrina,kaif,jaffrey",action,OCT,2,
9086,Haider,Vishal Bhardwaj,"shahid,kapoor,tabu,menon,kay,shraddha",drama,OCT,2,
9087,Jigariyaa,Raj Purohit,"virendra,deo,navni,raina,harshvardhan,natasha,rastogi,k,parihar,mardia,saxena,cherry",romance,OCT,10,
9088,Ekkees Toppon Ki Salaami,Ravindra Gautam,"manu,anupam,divyendu,neha,sharma,dhupia,aditi,rishi,kher","satire,political",OCT,10,
9089,Tamanchey,Navneet Behal,"dwivedi,chadda,nikhil,richa","crime,romance",OCT,10,
9090,Mumbai 125 KM 3D,Hemant Madhukar,"pratap,bajpai,bohra,veena,vedita,karanvir,aparna,malik,singh",horror,OCT,17,
9091,Sonali Cable,Charudutt Acharya,"chakraborty,anupam,juyal,rhea,ali,jaykar,smita,kher,fazal,raghav","drama,comedy",OCT,17,
9092,Happy New Year,Farah Khan,"deepika,rukh,khan,shah,abhishek,bachchan,boman,padukone,vivaan,irani,sood,sonu","action,comedy",OCT,24,
9093,Mumbai Can Dance Saala,Sachindra Sharma,"kapoor,rakhi,ashima,sharma,aditya,pancholi,narayanan,shakti,sawant,prashant",drama,OCT,31,
9094,Fireflies,Sabal Singh Sheikhawat,"bedi,mathur,dogra,rahul,ghai,khanna,arjun,monica,aadya,shivani",drama,OCT,31,
9095,Roar - Tigers of Sunderbans,Kamal Sadanah,"nora,varinder,achint,ghuman,shukla,himarsha,venkatsamy,abhinav,fatehi,kaur,singh","action,drama",OCT,31,
9096,Super Nani,Indra Kumar,"kapoor,randhir,joshi,rekha,kumar,shweta,sharman",drama,OCT,31,
9097,Chaar Sahibzaade,Harry Baweja,"character,animated","historical,animation",NOV,6,
9098,Rang Rasiya,Ketan Mehta,"sachin,vidyarthi,randeep,ashish,rawal,paresh,sen,nandana,khedekar,hooda",drama,NOV,7,
9099,A Decent Arrangement,Sarovar Banka,"shreya,adhir,shabana,sharma,azmi,bhat,kapadia,nisshan,lethia,navniit,nall,vikram,adam,farid,currim,laupus",drama,NOV,7,
9100,The Shaukeens,Abhishek Sharma,"annu,kapoor,anupam,lisa,haydon,piyush,kumar,kher,akshay,mishra",comedy,NOV,7,
9101,6 - 5 = 2,Bharat Jain,"kapoor,gaurav,ashruth,prashanth,jain,kothari,raizada,disha,niharica,gupta","found,horror,footage",NOV,14,
9102,Kill Dil,Shaad Ali,"ali,parineeti,ranveer,chopra,zafar,singh,govinda","drama,romance",NOV,14,
9103,Golu Aur Pappu,Kabir Sadanand,"kunaal,shobhit,deepak,vir,dimple,rana,da,kapadia,kapur,tijori,roy",comedy,NOV,21,
9104,Happy Ending,Raj Nidimoru and Krishna DK,"khan,ranvir,koechlin,d,kalki,ali,saif,cruz,ileana,govinda,shorey","comedy,romance",NOV,21,
9105,Titoo MBA,Amit Vats,"dahiya,pragya,abhishek,nishant,kumar,jaiswal","comedy,romance",NOV,21,
9106,Wah Taj,Ajit Sinha,"rakesh,manjari,fadnis,sharma,rajesh,shreyas,hemant,pradhan,vishwajeet,shrivastav,pandey,talpade",drama,NOV,21,
9107,Hum Hai Teen Khurafaati,Rajeshwar Chauhan,"kala,khan,bakshi,kaushal,manoj,mausam,chhabra,sharma,hemant,panchal,shrey,hirjee,brijendra,pranshu,pandey,razzak,heena,vrajesh",comedy,NOV,28,
9108,Ungli,Rensil D'Silva,"emraan,bedi,neil,randeep,ranaut,angad,bhoopalam,dutt,hashmi,sanjay,kangana,hooda",drama,NOV,28,
9109,Zed Plus,Chandraprakash Dwivedi,"mona,adil,kulbhushan,kharbanda,rahul,raina,rastogi,ekavali,khanna,mishra,tanksale,k,sanjay,anil,tiwari,shivani,singh,hussain,mukesh",drama,NOV,28,
9110,Zid,Vivek Agnihotri,"handa,barbie,sharma,da,karanvir,shraddha","erotica,thriller",NOV,28,
9111,Action Jackson,Prabhu Deva,"kunaal,manasvi,sinha,sonakshi,ajay,gautam,mamgai,sood,yami,kapur,sonu,devgn,roy",comedy,DEC,5,
9112,Bhopal: A Prayer for Rain,Ravi Kumar,"yadav,penn,kumar,rajpal,mishra,brambach,martin,joshi,sheen,akhil,thakrar,satish,manoj,tannishtha,chatterjee,david,kaushik,santosham,vineet,mischa,kal,barton,brook,vasanth,joy,sengupta,fagun",drama,DEC,5,
9113,Mumbai Delhi Mumbai,Satish Rajwade,"pandit,bajpai,shiv,piaa",drama,DEC,5,
9114,Sulemani Keeda,Amit Masurkar,"mayank,naveen,tewari,vasudev,kasturia,aditi","social,drama",DEC,5,
9115,Take It Easy,Sunil Prem Vyas,"supriya,jyoti,gauba,arya,sulbha,gokhale,jadhav,dipannita,raj,yash,ghanekar,smera,anang,vijay,desai,zutshi,kashyap,prasad,sharma,reddy,karnik,vikram,joy,sengupta",drama,DEC,5,
9116,Badlapur Boys,Shailesh Verma,"annu,kapoor,anupam,mohan,kishori,udapurkar,shashank,verma,saranya,maanav,shahane,aman",sport,DEC,12,
9117,Life Mein Twist Hai,Dinesh Soni,"avtar,shyam,kedia","drama,romance",DEC,12,
9118,LUV...Phir Kabhie,Ajay Yadav,"bedi,arijita,meghna,saurabbh,narendra,patel,roy",drama,DEC,12,
9119,Main Aur Mr. Riight,Adeeb Rais,"sethna,danny,shenaz,shastri,anagha,kavi,gosain,neha,saru,sobti,mane,treasuryvala,barun,varun,khandelwal,maia","romance,comedy",DEC,12,
9120,Objection My God,Amit Khan,"zarina,deshpande,rajesh,wahab,sanjay,khattar,makrand,mishra",comedy,DEC,12,
9121,Room - The Mystery,Faizal Khan,"gandhi,khan,jamil,roselyn,juneja,sharma,ibra,gambhir,eshu,rohit,atif,shashwita,dsouza,himir","suspense,thriller",DEC,12,
9122,PK,Rajkumar Hirani,"khan,sushant,anushka,boman,sharma,dutt,irani,sanjay,sethi,ram,aamir,singh,rajput","drama,comedy",DEC,19,832
9123,Lingaa,K.S. Ravikumar,"santhanam,dev,jagapathi,sinha,sonakshi,manobala,anushka,rajinikanth,brahmanandam,illavarasu,radha,k,karunakaran,ravi,vijayakumar,babu,gill,shetty,vishwanath","action,thriller",DEC,26,
9124,Ugly,Anurag Kashyap,"sandesh,madhavi,rahul,kolhapure,goswami,ronit,kulkarni,bhat,jadhav,shrivastava,abir,anshikaa,girish,singh,tejaswini,roy",thriller,DEC,26,
9125,International Hero,Sanjay Niranjan,"gurleen,puneet,issar,grewal,nakul,chopra,vaid,jatin",drama,JAN,2,
9126,Mumbai Can Dance Saala,Sachindra Sharma,"ashima,sharma,aditya,pancholi,narayanan,tiwari,prashant,mukesh",thriller,JAN,2,
9127,Take It Easy,Sunil Prem Vyas,"kashyap,gokhale,sengupta,sulabha,sharma,arya,anang,dipannita,vijay,vikram,joy,raj,desai,zutshi",drama,JAN,2,
9128,Tevar,Amit Sharma,"kapoor,manoj,sinha,sonakshi,babbar,bajpai,arjun,raj","action,romance",JAN,9,
9129,Alone,Bhushan Patel,"grover,bipasha,karan,singh,basu",horror,JAN,16,
9130,Crazy Cukkad Family,Ritesh Menon,"kiran,punjabi,ninad,swanand,kushal,kirkire,shilpa,karmarkar,kamat,shukla,hussain,yusuf",comedy,JAN,16,
9131,Sharafat Gayi Tel Lene,Gurmmeet Singh,"khan,anupam,talia,zayed,tena,desae,benson,kher,singh,rannvijay","comedy,thriller",JAN,16,
9132,Baby,Neeraj Pandey,"danny,anupam,pannu,kumar,rana,daggubati,kay,menon,taapsee,kher,denzongpa,akshay",thriller,JAN,23,
9133,Dolly Ki Doli,Abhishek Dogra,"kapoor,rajkummar,pulkit,samrat,sharma,rao,sonam,varun","comedy,romantic",JAN,23,
9134,Chal Guru Ho Ja Shuru,Manoj Sharma,"manoj,pahwa,hemant,mishra,sanjay,chandrachur,pandey,singh",comedy,JAN,30,
9135,Hawaizaada,Vibhu Puri,"ayushmann,pallavi,khurrana,sharda",drama,JAN,30,
9136,Khamoshiyan: Silences Have Secrets,Karan Dara,"choudhary,sapna,ali,gurmeet,pabbi,fazal",horror,JAN,30,
9137,Rahasya,Manish Gupta,"vidyarthi,ashish,menon,kay,chopra,tisca",mystery,JAN,30,
9138,Jai Jawaan Jai Kisaan,Milan Ajmera,"prem,chakraborty,jain,bhutani,puri,khurana,akhilesh,agnihotri,chopra,sanjay,rishi,jatin,rati,om",drama,FEB,6,
9139,Shamitabh,R. Balki,"haasan,bachchan,dhanush,akshara,amitabh",drama,FEB,6,
9140,MSG: The Messenger,Gurmeet Ram Rahim Singh and Jeetu Arora,"daniel,gaurav,gera,rajpoot,kaleb,soni,gurmeet,fllora,jayshree,rahim,saini,olexandra,semen,jay,himanshu,ram,tiwari,singh","action,drama",FEB,13,
9141,Roy,Vikramjit Singh,"kapoor,jacqueline,rampal,ranbir,fernandez,arjun","romance,thriller",FEB,13,
9142,Badlapur,Sriram Raghavan,"nawazuddin,huma,vinay,divya,dhawan,siddiqui,gautam,yami,pathak,qureshi,varun,dutta","action,thriller",FEB,20,
9143,Qissa,Anup Singh,"khan,shome,jalali,rasika,tillotama,faezeh,chopra,irrfan,duggal,tisca","historical,drama",FEB,20,
9144,Ab Tak Chhappan 2,Aejaz Gulab,"panag,patekar,ashutosh,gokhale,gul,nana,rana,vikram","crime,drama",FEB,27,
9145,Dum Laga Ke Haisha,Sharat Katariya,"ayushmann,pednekar,bhumi,khurrana",comedy,FEB,27,
9146,Badmashiyaan,Amit Khanna,"mehra,sharib,sidhant,mukherjee,hashmi,karan,gunjan,suzzanna,malhotra,gupta","comedy,romantic",MAR,4,
9147,Coffee Bloom,Manu Warrier,"garg,mohan,mathur,sugandha,arjun,kapur","drama,romance",MAR,4,
9148,Dirty Politics,K. C. Bokadia,"shroff,jackie,anupam,ashutosh,mallika,rana,sherawat,kulkarni,kher,atul","drama,political",MAR,4,
9149,Hey Bro,Ajay Chandhok,"maninder,nupur,sharma,acharya,ganesh,singh",comedy,MM,4,
9150,NH10,Navdeep Singh,"darshan,neil,anushka,sharma,bhoopalam,kumar",thriller,MAR,13,
9151,Dilliwali Zaalim Girlfriend,Japinder Kaur,"shroff,jackie,divyendu,dubey,sharma,ira,mishra,prachi",comedy,MAR,20,
9152,Hunterrr,Harshavardhan Kulkarni,"devaiah,apte,radhika,gulshan,tamhankar,sai",comedy,MAR,20,
9153,Barkhaa,Shadaab Mirza,"sara,shah,pandit,taaha,loren,shweta,chatterjee,priyanshu",romance,MAR,27,
9154,Detective Byomkesh Bakshy,Dibakar Banerjee,"sushant,neeraj,anand,divya,menon,mukherjee,kabi,chang,swastika,tiwari,meiyang,singh,rajput",thriller,APR,2,
9155,Paisa Ho Paisa,Muktha Sunder,"madalasa,kanishka,dhruv,soni,sharma,bhandari",comedy,APR,2,
9156,Luckhnowi Ishq,Aanand Raut,"kotak,suman,adhyayan,karishma",romance,APR,3,
9157,Dharam Sankat Mein,Fuwad Khan,"annu,kapoor,shah,murali,sharma,paresh,naseeruddin,rawal",drama,APR,10,
9158,Ek Paheli Leela,Bobby Khan,"ahlawat,dev,rahul,arora,sunny,mohit,jas,rajneesh,leone,bhanushali,jay,duggal",musical,APR,10,
9159,Court,Chaitanya Tamhane,"vira,gombher,kulkarni,satidhar,vivek,geetanjali",drama,APR,17,
9160,Margarita with a Straw,Shonali Bose,"koechlin,kalki,revathi,hussain,dalal",drama,APR,17,
9161,Mr. X,Vikram Bhatt,"emraan,nora,amyra,hashmi,dastur,fatehi","sci,fi,thriller",APR,17,
9162,NH-8 Road to Nidhivan,Munindra Gupta,"ravneet,ghosh,satyakam,anand,arjun,auroshikha,fauzdar,swaroopa,kaur,dey",horror,APR,17,
9163,Ek Adbhut Dakshina Guru Dakshina,Kiran Phadnis,"sulagna,shringarpure,pillai,roopa,panigrahi,rajesh,karnad,ganguly,girish,rajeev,govinda","drama,dance",APR,17,
9164,Ishq Ke Parindey,Shakir Khan,"priyanka,manjul,khan,iftikhar,aazad,verma,mehta,rishi,yasir",romance,APR,24,
9165,Kaagaz Ke Fools,Anil Kumar Chaudhary,"rajendra,saurabh,godse,vinay,behl,sen,sethi,pathak,raima,mugdha,shukla,amit",comedy,APR,24,
9166,Gabbar is Back,Krish,"haasan,suman,kumar,shruti,akshay","crime,action",MAY,1,
9167,Sabki Bajegi Band,Anirudh Chawla,"alekh,swara,sumeet,shaurya,sangal,vyas,amol,chauhan,bhaskar,parashar","drama,thriller",MAY,1,
9168,Kuch Kuch Locha Hai,Devang Dholakia,"kapoor,navdeep,sunny,sharma,chabbra,leone,ram,evelyn",comedy,MAY,8,
9169,Piku,Shoojit Sircar,"deepika,khan,moushumi,jisshu,bachchan,padukone,chatterjee,amitabh,irrfan,sengupta","drama,comedy",MAY,8,
9170,Bombay Velvet,Anurag Kashyap,"kapoor,anushka,ranbir,sharma,menon,kay,johar,karan","crime,drama",MAY,15,
9171,Main Hoon Rajinikanth,Faisal Saif,"menon,adithya,radheshyam,kavita","spoof,comedy,thriller",MAY,22,
9172,Tanu Weds Manu Returns,Anand L. Rai,"r,madhavan,kangana,ranaut","comedy,romance",MAY,22,
9173,I Love Desi,Pankaj Batra,"priyanka,shah,grover,vedant,gulshan,bali",comedy,MAY,29,
9174,Ishqedarriyaan,V. K. Prakash,"chakraborty,kavin,dave,mohit,sharma,dutta,mahaakshay,evelyn",drama,MAY,29,
9175,P Se PM Tak,Kundan Shah,"bharat,yashpal,rocky,meenakshi,sharma,verma,dixit,jadhav",comedy,MAY,29,
9176,Welcome 2 Karachi,Ashish R Mohan,"lauren,imran,shah,hasnee,jackky,gottlieb,warsi,adnan,ayub,bhagnani,khoso,arshad",comedy,MAY,29,
9177,Dil Dhadakne Do,Zoya Akhtar,"kapoor,priyanka,shah,anushka,sharma,ranveer,chopra,anil,shefali,farhan,singh,akhtar",drama,JUN,5,
9178,Mere Genie Uncle 3D,Ashish Bhavsar,"talsania,kapoor,swati,ehsaan,tiku,shakti,qureshi",drama,JUN,5,
9179,Hamari Adhuri Kahani,Mohit Suri,"balan,emraan,rajkummar,rao,vidya,hashmi","drama,romance",JUN,12,
9180,ABCD 2,Remo D'Souza,"kapoor,lauren,dharmesh,raghav,deva,juyal,dhawan,shraddha,gottlieb,prabhu,pathak,varun,yelande,punit",dance,JUN,19,
9181,Miss Tanakpur Haazir Ho ,Vinod Kapri,"annu,kapoor,bhatt,rahul,puri,bagga,hrishitaa,om","drama,comedy",JUN,26,
9182,Uvaa,Jasbir Bhaati,"sheirgill,puri,sangram,jimmy,puran,archana,singh,om","social,comedy",JUN,26,
9183,Bezubaan Ishq,Jashwant Gangani,"godse,ullal,malkani,nishant,sneha,mugdha",romance,JUL,3,
9184,Guddu Rangeela,Subhash Kapoor,"rao,sadh,hydari,warsi,aditi,arshad,amit",comedy,JUL,3,
9185,Second Hand Husband,Smeep Kang,"ahuja,gippy,tina,grewal,dharmendra",drama,JUL,3,
9186,Baahubali,S. S. Rajamouli,"prabhas,tamannaah,anushka,daggubati,rana,bhatia,shetty",action,JUL,10,
9187,I Love NY,Radhika Rao,"sunny,kangana,deol,ranaut","drama,romance",JUL,10,
9188,Thoda Lutf Thoda Ishq,Sachin Gupta,"mishra,tejwani,sanjay,hiten","drama,romance",JUL,17,
9189,Bajrangi Bhaijaan,Kabir Khan,"kapoor,khan,nawazuddin,siddiqui,salman,harshaali,malhotra,kareena","drama,action,comedy",JUL,24,969.06
9190,Aisa Yeh Jahaan,Biswajeet Bora,"kholie,dubey,palash,yashpal,sharma,ira,sen,kymsleen",drama,JUL,24,
9191,Masaan,Neeraj Ghaywan,"kaushal,chadha,richa,mishra,shweta,sanjay,tripathi,vicky",drama,JUL,31,
9192,Drishyam,Nishikant Kamat,"kapoor,saran,tabu,rajat,shriya,ajay,devgn","drama,thriller",AUG,7,
9193,Bangistan,Karan Anshuman,"samrat,pulkit,riteish,deshmukh",comedy,AUG,21,
9194,All Is Well,Umesh Shukla,"kapoor,thottumkal,abhishek,bachchan,supriya,pathak,asin,rishi",drama,AUG,14,
9195,Brothers,Karan Malhotra,"kapoor,shroff,jackie,jacqueline,sidharth,kumar,fernandez,conan,stevens,akshay,malhotra,kareena",drama,AUG,14,
9196,Gour Hari Dastaan,Ananth Narayan Mahadevan,"ranvir,konkona,vinay,tannishtha,sharma,chatterjee,sen,pathak,shorey",drama,AUG,21,
9197,Manjhi - The Mountain Man,Ketan Mehta,"nawazuddin,radhika,siddiqui,apte",drama,AUG,21,
9198,Rolling Dream,Maahi Kaur,"saachi,tiwari",drama,AUG,28,
9199,Kaun Kitney Paani Mein,Nila Madhab Panda,"saurabh,apte,grover,radhika,gulshan,shukla","social,drama",AUG,28,
9200,Phantom,Kabir Khan,"khan,ali,saif,katrina,kaif","action,thriller",SEP,4,
9201,Welcome Back,Anees Bazmee,"kapoor,patekar,dimple,nana,paresh,hassan,shruti,kapadia,anil,abraham,john,rawal","comedy,romance",SEP,11,
9202,Hero,Nikhil Advani,"dhulia,kelkar,tigmanshu,aditya,sooraj,pancholi,sharad,shetty,athiya","action,romance",SEP,11,
9203,Sorry Daddy,Vijay Pal and Shakur,"khan,shamim,tinu,verma,tiwari,mukesh","action,drama",SEP,18,
9204,Katti Batti,Nikhil Advani,"khan,imran,ranaut,kangana","comedy,romance",SEP,18,
9205,Meeruthiya Gangster,Zeishan Quadri,"ahlawat,dahiya,jaideep,bharucha,sharma,ishita,aakash,nushrat,shadab,kamal","crime,comedy",SEP,18,
9206,MSG-2:The Messenger,Gurmeet Ram Rahim Singh,"ram,singh,gurmeet,rahim","action,thriller",SEP,25,
9207,Kis Kisko Pyaar Karoon,Abbas-Mustan,"khan,avram,manjari,elli,varun,sharma,supriya,pathak,phadnis,kapil,simran,mundi,kaur,arbaz,lokur,sai",comedy,SEP,25,
9208,Calendar Girls,Madhur Bhandarkar,"akanksha,avani,puri,dutt,kyra,modi,ruhi,singh",drama,SEP,25,
9209,Bhaag Johnny,Shivam Nair,"zoa,khemu,mandana,kunal,morani,karimi",drama,SEP,25,
9210,Time Out,Rikhil Bahadur,"pachauri,chirag,pranay,malhotra",drama,SEP,25,
9211,Singh Is Bliing,Prabhu Deva,"jackson,akshay,amy,kumar",comedy,OCT,2,
9212,Talvar,Meghna Gulzar,"khan,tabu,konkona,sharma,sen,irrfan",thriller,OCT,2,
9213,Jazbaa,Sanjay Gupta,"khan,rai,bachchan,shabana,aishwarya,azmi,irrfan","action,drama",OCT,9,
9214,Bumper Draw,Irshad Khan,"yadav,subrat,rajpal,rana,dutta,zakir,hussain,rushad",comedy,OCT,16,
9215,Chinar Daastaan-E-Ishq,Sharique Minhaj,"khan,tahil,inayat,sharma,dalip,faisal,shahbaz","drama,romantic",OCT,16,
9216,Pyaar Ka Punchnama 2,Luv Ranjan,"sehgal,kapoor,aaryan,bharucha,sonalli,kartik,nushrat,omkar",comedy,OCT,16,
9217,Wedding Pullav,Binod Pradhan,"manchale,kapoor,sehgal,anushka,grover,ranjan,sonalli,rishi,diganth,karan",comedy,OCT,16,
9218,Shaandaar,Vikas Bahl,"shahid,kapoor,bhatt,kapur,alia,pankaj","comedy,romance",OCT,22,
9219,Titli,Kanu Behl,"ranvir,lalit,behl,shashank,arora,amit,sial,shorey",crime,OCT,30,
9220,Main Aur Charles,Prawaal Raman,"adil,chadha,richa,randeep,madhav,nandu,hussain,hooda",thriller,OCT,30,
9221,Once Upon A Time In Bihar,Nitin Chandra,"vidyarthi,prakash,ashish,kranti,puri,deepak,pankaj,kumar,ajay,singh,jha,arti",political,OCT,30,
9222,Guddu Ki Gun,"Shantanu Ray Chhibber, Sheershak Anand","sarkar,khemu,sumeet,vyas,sharma,aparna,kunal,payel",comedy,OCT,30,
9223,Love Exchange,Raj V Shetty,"jyoti,mohit,sharma,madan",romance,OCT,30,
9224,Prithipal Singh... A Story,Babita Puri,"vikas,anjali,singh,kumar",biopic,OCT,30,
9225,Four Pillars of Basement,Giresh Naik K,"abdullah,bruna,dillzan,wadia,zakir,aaliya,singh,hussain",thriller,NOV,6,
9226,Charlie Kay Chakkar Mein,Manish Srivasta,"naseeruddin,shah","crime,thriller",NOV,6,
9227,Yaara Silly Silly,Subhash Sehgal,"dam,parambrata,chatterjee,paoli",romance,NOV,6,
9228,Ranbanka,Aryeman Ramsay,"manish,paul,thakur,ravi,pooja,kishan",action,NOV,6,
9229,Prem Ratan Dhan Payo,Sooraj Barjatya,"kapoor,khan,anupam,neil,swara,deepak,kohli,nitin,bhaskar,dobriyal,sonam,salman,armaan,sanjay,kher,mishra,mukesh",romance,NOV,12,
9230,X,Various Directors,"kapoor,qureshi,huma,rajat",anthology,NOV,20,
9231,Angry Indian Goddesses,Pan Nalin,"anushka,tannishtha,chatterjee,jane,mridul,sandhya,dia,manchanda,sarah",drama,NOV,27,
9232,Tamasha,Imtiaz Ali,"deepika,kapoor,ranbir,padukone",romance,NOV,27,
9233,Hate Story 3,Vishal Pandya,"khan,shah,joshi,daisy,grover,singh,sharman,karan,zarine","adult,thriller",DEC,4,
9234,Kajarya,Madhureeta Anand,"meenu,sud,ridhima,kuldeep,ruhil,hooda",drama,DEC,4,
9235,The Silent Heroes,Mahesh Bhatt,"bhardawaj,priyanka,mann,deep,bagga,pant,kumar,panchal,simran,maanuv,nirmal",adventure,DEC,11,
9236,Bajirao Mastani,Sanjay Leela Bhansali,"deepika,priyanka,padukone,ranveer,chopra,singh",romance,DEC,18,
9237,Dilwale,Rohit Shetty,"rukh,khan,shah,kajol,dhawan,sanon,varun,kriti","action,romance",DEC,18,
9238,Monsoon Shootout,Amit Kumar,"nawazuddin,neeraj,siddiqui,tannishtha,chatterjee,kabi,sreejita,de","neo,noir",JAN,1,
9239,Wazir,Bejoy Nambiar,"neil,bachchan,rao,nitin,mukesh,hydari,amitabh,aditi,abraham,john,farhan,akhtar",thriller,JAN,8,
9240,Chalk n Duster,Jayant Gilatar,"zarina,chadha,juhi,richa,babbar,shabana,divya,chawla,azmi,wahab,dutta,arya",drama,JAN,15,
9241,Rebellious Flower,Krishan Hooda,"pachera,shah,sinha,bachchan,shaneel,adarkar,shashank,prince,mantra,kirti,mugdha,singh",biopic,JAN,15,
9242,Airlift,Raja Krishna Menon,"malhotra,purab,kohli,ferena,kumar,akshay,nimrat,gunjan,kaur,wazeir","war,thriller",JAN,22,
9243,Jugni,Shefali Bhushan,"garg,behl,sharma,sugandha,siddhant,anuritta,k,samir,jha,singh,sadhana","musical,drama",JAN,22,
9244,Kyaa Kool Hain Hum 3,Umesh Ghadge,"gauhar,khan,danny,krushna,meghna,claudia,kapoor,aftab,gizele,vj,mandana,shivdasani,naidu,thakral,abhishek,ciesla,riteish,tushar,darshan,andy,jariwala,saru,deshmukh,karimi","adult,comedy",JAN,22,
9245,Saala Khadoos,Sudha Kongara Prasad,"singh,ritika,r,madhavan",sport,JAN,29,
9246,Mastizaade,Milap Milan Zaveri,"kapoor,abdullah,tushar,shaad,gizele,thakral,sunny,vir,deshmukh,randhawa,leone,da,bruna,riteish","adult,comedy",JAN,29,
9247,Sanam Teri Kasam,"Radhika Rao, Vinay Sapru","sinha,harshvardhan,hocane,rane,da,anurag,shraddha,mawra",romance,FEB,5,
9248,Ghayal Once Again,Sunny Deol,"khan,soha,daina,shivam,patil,sunny,ali,rishabh,kumar,abhilash,munjal,deol,aanchal,arora","action,drama",FEB,5,
9249,Fitoor,Abhishek Kapoor,"kapoor,tabu,bhatt,lara,rahul,rao,ajay,aditya,hydari,katrina,kaif,aditi,oberoi,akshay,dutta,devgn,roy","drama,romance",FEB,12,
9250,Sanam Re,Divya Khosla Kumar,"kapoor,urvashi,divya,pulkit,samrat,khosla,kumar,shreyas,bharti,rautela,gautam,pardiwalla,yami,rishi,singh",romance,FEB,12,
9251,Direct Ishq,Rajiv S. Ruia,"rajneesh,nidhi,arjun,bijlani,duggal,subbaiah",drama,FEB,19,
9252,Ishq Forever,Sameer Sippy,"jaffrey,lisa,ray,javed,krishna,ruhi,singh,chaturvedi",drama,FEB,19,
9253,LoveShhuda,Vaibhav Mishra,"dadachandji,pandit,kumar,dhillon,navneet,girish,yash,kaur,benaf",romance,FEB,19,
9254,Neerja,Ram Madhvani,"kapoor,shabana,ravjiani,azmi,sonam,shekhar","biopic,drama",FEB,19,
9255,Dhara 302,Jitender Singh Narukal,"khan,rufy,dipti,gulshan,pandey,dhotre","action,drama",FEB,26,
9256,Aligarh,Hansal Mehta,"rajkummar,bajpayee,manoj,rao","biopic,drama",FEB,26,
9257,Bollywood Diaries,K.D. Satyam,"vidyarthi,vineet,salim,ashish,karuna,kumar,singh,sen,pandey,raima,diwan",drama,FEB,26,
9258,Love Shagun,Sandesh Nayak,"nidhi,manit,anuj,sachdeva,joura,subbaiah","comedy,romance",FEB,26,
9259,Tere Bin Laden: Dead or Alive,Abhishek Sharma,"manish,pradhuman,sikander,paul,ali,sugandha,ram,kher,zafar,singh",comedy,FEB,26,
9260,Zubaan,Mozez Singh,"kaushal,raghav,chanana,jane,dia,vicky,sarah",drama,MAR,4,
9261,Jai Gangaajal,Prakash Jha,"priyanka,prakash,rahul,bhatt,anuj,chopra,jha,aggarwal","action,drama",MAR,4,
9262,Global Baba,Manoj Sidheshwari Tewari,"akhilendra,pankaj,abhimanyu,mishra,ravi,tripathi,sandeepa,sanjay,dhar,kishan,singh",satire,MAR,11,
9263,Teraa Surroor,Shawn Arranha,"himesh,shah,reshammiya,dogra,naseeruddin,kapur,monica,farah,shekhar,karimi","action,romance,thriller",MAR,11,
9264,OK Mein Dhokhe,Utpal S. Chaudhary,"megha,vaidhei,verma,rathore,milan,krishna,thakur,ravi,zoya,sapan,singh","drama,thriller",MAR,11,
9265,Kapoor and Sons,Shakun Batra,"kapoor,khan,bhatt,sidharth,alia,fawad,rishi,malhotra","drama,comedy",MAR,18,
9266,Rocky Handsome,Nishikant Kamat,"haasan,shruti,abraham,john,kaur,nathalia",action,MAR,25,
9267,Ki and Ka,R. Balki,"kapoor,jaya,bachchan,arjun,amitabh,kareena","comedy,romance",APR,1,
